ID-Lattes,Nome,Título,Ano,Pais,Finalidade,Instituição-financiadora,Palavras-chave,Autores,Quantidade-autores,Tipo-patente,Código-do-registro-ou-patente,Data-pedido-depósito,Data-pedido-exame,Data-concessao,Instituição-depósito-registro,Número-depósito-PCT,Data-deposito-PCT,Nome-titular,Nome-depositante,Casamento-Levenshtein,GOOGLE-Id,GOOGLE-Number,GOOGLE-Title
'0218004426204544,Erna Geessien Kroon,Composição farmaceutica contendo derivados acilados de mangiferina e uso,2010,Brasil,,,[],"OLIVEIRA, A. B.; KROON, E. G.; Brandão GC",3,PRIVILEGIO_DE_INOVACAO_PI,PI10011641,26042010,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Universidade Federal de Minas Gerais,"0,00",,,
'0218004426204544,Erna Geessien Kroon,"Composições farmaceuticas antivirais contendo extratos, frações e /ou composotos isolados de Arrabidea pulchra e uso",2011,Brasil,,,[],"OLIVEIRA, A. B.; KROON, E. G.; Brandão GC",3,PRIVILEGIO_DE_INOVACAO_PI,PI11064668,27102011,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Universidade Federal de Minas Gerais,"0,00",,,
'9867636928092492,Esper Abrao Cavalheiro,"Mesa Automatizada para cirurgia neuro-estereotáxica em roedores, utilizando motores de passo e assistida por computador",2011,Brasil,automatização do sistema de neuro-estereotaxia para roedores,MCT/CNPq/FAPESP,"['Estereotaxia', 'ratos', 'Hipocampo', 'cirurgia automatizada']","AMORIM, H. A.; SILVEIRA, F. F.; Cavalheiro, E.A.",3,PRIVILEGIO_DE_INOVACAO_PI,0000221106421510,12072011,,,,,,,,"0,00",,,
'7069264281185562,Etelvino José Henriques Bechara,Composição farmacêutica e método para o tratamento de lesões tumorais cutâneas e outras dermatoses de mamíferos por terapia fotodinâmica.,2007,Brasil,Formulação fotosensibilizante para terapia fotodinâmica para o tratamento de câncer no focinho de gatos.,,"['lesões tumorais cutâneas', 'terapia fotodinâmica', 'MEALA', 'DTPA']","BARBOSA, M. P.; ZEZELL, D. M.; EMILIO, C. R.; BECHARA, E. J. H.; DUTRA, Fernando; DAGLI, M. L. Z.; GIOSO, M. A.",7,MODELO_DE_UTILIDADE_MU,PI0705591-9,02082007,,,,,,,,"0,00",,,
'9181118757331104,Eugenio Andrés Díaz Merino,Despencador manual de cachos de banana,2015,Brasil,,,"['Desenho industrial', 'engenharia de produto', 'Ergonomia', 'agricultura famiiar', 'bananicultura']","MERINO, G. A. D.; TAKAYAMA, L.; GARCIA, L. J.; MERINO, E. A. D.",4,PRIVILEGIO_DE_INOVACAO_PI,BR1020150252986,02102015,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Eugenio Andrés Díaz Merino;Universidade Federal de Santa Catarina,"0,00",,,
'4325989861878031,Fabio Bellot Noronha,Catalisadores e uso dos mesmos em processos de geração de gás de,2006,Brasil,,Petrobras,"['Catalisadores Pt/Ce-ZrO2', 'geração de hidrogênio', 'Oxidação parcial do metano', 'Produção de gás de síntese']","NORONHA, F. B.; PASSOS, F. B.; SCHMAL, M.; CERQUEIRA, H. S.; Oliveira, Fernando Barbosa; Sousa-Aguiar, E.F.",6,PRIVILEGIO_DE_INOVACAO_PI,PI0604210-4,04082006,,,,,,,,"0,00",,,
'4325989861878031,Fabio Bellot Noronha,Catalisadores para a produção de hidrogênio para a células a combustível de baixa temperatura a partir da reforma a vapor e autotérmica de álcoois,2007,Brasil,,Instituto Nacional de Tecnologia,[],"S.M. de Lima; SILVA, A. M.; MATTOS, L. V.; NORONHA, F. B.",4,PRIVILEGIO_DE_INOVACAO_PI,PI 0703296-0,19072007,,,,,,,,"0,00",,,
'4325989861878031,Fabio Bellot Noronha,"PRODUÇÃO DE HIDROGÊNIO PARA CÉLULAS A COMBUSTÍVEL DE BAIXA TEMPERATURA A PARTIR DA REFORMA A VAPOR E DA REFORMA OXIDATIVA DE ÁLCOOIS, USANDO CATALISADORES A BASE DE ÓXIDOS MISTOS COM ESTRUTURA DE PEROVSKITAS",2009,Brasil,,,[],"de Lima, Sania M.; ASSAF, J. M.; MATTOS, L. V.; NORONHA, F. B.",4,PRIVILEGIO_DE_INOVACAO_PI,PI0905970-9,14102009,,,,,,,,"0,00",,,
'1352681664551083,Fabrício Rodrigues dos Santos,"Polinucleotídeos codificadores de genes do cromossomo da bactéria Mycoplasma synoviae, expressão e atividade desses polinucleotídeos e suas aplicações",2004,Brasil,Genes diversos que podem gerar produtos de aplicação biotecnológica,CNPq/MCT,"['Biotecnologia', 'Genoma']","VASCONCELOS, A.T.; SANTOS, F. R.; TEIXEIRA, S.M.; BONATTO, S.L.; FRANCO, G.R.; PENA, S.D.; SIMPSON, A.J.",7,PRIVILEGIO_DE_INOVACAO_PI,PI0402981-0,26022004,,,,,,,,"0,00",,,
'1352681664551083,Fabrício Rodrigues dos Santos,"Polinucleotídeos codificadores de genes do cromossomo da bactéria Chromobacterium violaceum, expressão e&#10;atividade desses polinucleotídeos e suas aplicações",2002,Brasil,Genes diversos que podem gerar produtos de aplicação biotecnológica,CNPq/MCT,"['Biotecnologia', 'Genética molecular', 'Genoma']","VASCONCELOS, A.T.; SANTOS, F. R.; CARVALHO, C.M.; ANDRADE, E.R.M.; PENA, S.D.; FRANCO, G.R.; TEIXEIRA, S.M.; SIMPSON, A.J.",8,PRIVILEGIO_DE_INOVACAO_PI,PI0207239-4,19122002,,,,,,,,"0,00",,,
'7913451338414184,Felipe Dal Pizzol,MÉTODO PARA DIAGNÓSTICO E/OU PROGNÓSTICO DE CÂNCER DE PULMÃO,2008,Brasil,,,[],"KLAMT, F.; KLAMT, F.",2,PRIVILEGIO_DE_INOVACAO_PI,PI08029172,24062008,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Felipe Dal Pizzol;Felipe Dal Pizzol,"0,00",,,
'2869737621338203,Fernando de Queiroz Cunha,Desenvolvimento de substância Anti-Leishmanicida,2009,Brasil,Tratamento de Leishmaniose,Fapesp,['Leishmaniose'],"FRANCO, D. W.; CUNHA, F. Q.; SILVA, J. S.; CARREGARO, V.",4,PRIVILEGIO_DE_INOVACAO_PI,018090011948,10032009,10032009,,,,,,,"0,00",,,
'2869737621338203,Fernando de Queiroz Cunha,MÉTODO DE AVALIAÇÃO DA PREDIÇÃO DA RESPOSTA TERAPÊUTICA DE UM INDIVÍDUO A UM DADO MEDICAMENTO E KITS PARA SUA REALIZAÇÃO,2013,Brasil,,,[],"PERES, R. S.; Talbot, Jhimmy; LOUZADA JUNIOR, P.; ALVES-FILHO, J. C.; CUNHA, T. M.; Fernando Q. Cunha",6,PRIVILEGIO_DE_INOVACAO_PI,BR10201301099,15042013,,03052013,INPI - Instituto Nacional da Propriedade Industrial,,,,Raphael Sanches;Jhimmy Taboth;Thiago M cunha;José Carlos Alves Filho;Paulo Louzada Junior;Fernando de Queiroz Cunha,"0,00",,,
'8112296100983934,Fernando Falco Pruski,Preliminary analysis - Hidrology Plus,2016,Brasil,,,[],"PRUSKI, F. F.; PRUSKI, F. F.",2,PRIVILEGIO_DE_INOVACAO_PI,BR5120180010350,01122016,,03072018,INPI - Instituto Nacional da Propriedade Industrial,,,,José Rui Castro de Sousa;José Rui Castro de Sousa;Universidade Federal de Viçosa,"0,00",,,
'0173687407965726,Fernando Ferreira Costa,"Uso de compostos derivados ftalimídicos e/ou sulfonomídicos no tratamento de doenças em que há necesssidade de diminuição dos níveis do fator TNF-alfa e a necessidade de uma fonte exógena de óxido nítrico, compostos derivados ftalmídicos, compostos derivados sulfonamídicos, método de obtenção de um composto derivado sulfonamídico",2009,Brasil,Pedido de Patente para Invenção,,[],"Chin, C.M.; Moreira Lima, L.; Costa, FF; LANARO, Carolina",4,PRIVILEGIO_DE_INOVACAO_PI,PI07053967,22122009,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Universidade Estadual de Campinas;Universidade Federal do Rio de Janeiro,"0,00",,,
'0173687407965726,Fernando Ferreira Costa,"Use of phthalimide and/or sulphonamide derivatives in the treatment of disases which require reducing the TNF alpha levels and an exogenous source of nitric oxide , phthalimide derivatives, sulphonamide derivatives and a method for obtaining a sulphonamide derivative",2012,Brasil,Pedido de Patente Internacional,,[],"Dos Santos, J. L.; Chin, C.M.; Moreira Lima, L.; Costa, F.F.; LANARO, Carolina",5,PRIVILEGIO_DE_INOVACAO_PI,PI0705396-7,21062012,,,United States Patent and Trademark Office,,,,Universidade Estadual de Campinas;Universidade Federal do Rio de Janeiro,"0,00",,,
'0173687407965726,Fernando Ferreira Costa,"Use of phthalimide and/or sulphonamide derivatives in the treatment of diseases which require reducing the TNF-alpha levels and an exogenous source of nitric oxide, phthalimide derivatives, sulphonamide derivatives, and a method for obtaining a sulphonamide derivative",2007,Estados Unidos,,,[],"Dos Santos, J. L.; CHUNG, MAN CHIN; CHUNG, MAN CHIN; COSTA, F F; COSTA, F F",5,PRIVILEGIO_DE_INOVACAO_PI,WO2009/073940,12122007,,,WIPO - World Intellectual Property Organization,,,,"Lídia Moreira Lima;Lídia Moreira Lima;Lanaro, C.;Lanaro, C.;Dos Santos, Jean Leandro;Universidade Estadual de Campinas;Universidade Estadual Paulista Júlio de Mesquita Filho","0,00",,,
'6669992155373315,Fernando Luiz Pellegrini Pessoa,MÉTODO PARA OTIMIZAÇÃO DE SISTEMAS DE TRATAMENTO DE RESÍDUOS INDUSTRIAIS LÍQUIDOS AQUOSOS E DE DISTRIBUIÇÃO DE ÁGUA INTEGRADOS,2020,Brasil,,,[],"Pessoa, F. Luiz Pellegrini; FERNANDO L. P. PESSOA; FERNANDO L. P. PESSOA",3,PRIVILEGIO_DE_INOVACAO_PI,BR102020013270,26062020,,,INPI - Instituto Nacional da Propriedade Industrial,870200080368,,,"Pessoa, Fernando L.P.","0,00",,,
'6698246156573680,Flávio Vieira Meirelles,Método de clonagem animal à partir de células apoptóticas e seu uso.,2008,Brasil,,,[],"MEIRELLES, F. V.",1,PRIVILEGIO_DE_INOVACAO_PI,BR200801863-A2,11042008,,,DERWENT,1808002307,11042008,,Flávio Vieira Meirelles;Giovana Fonseca Krempel Merigue;Moysés dos Santos Miranda;Fabiana Fernandes Bressan;Felipe Perecin;Fundação de Amparo à Pesquisa do Estado de São Paulo,"0,00",,,
'6698246156573680,Flávio Vieira Meirelles,método de clonagem animal à partir de células apoptóticas e seu uso,2008,Brasil,produção de clones animais,USP/ FAPESP,[],"MEIRELLES, F. V.; MIRANDA, Moysés dos Santos; MERIGHE, Giovana Krempel Fonseca; BRESSAN, Fabiana Fernandes; PERECIN, Felipe",5,PRIVILEGIO_DE_INOVACAO_PI,PI018080023071,11042008,,,INPI - Instituto Nacional da Propriedade Industrial,,,,,"0,00",,,
'6121745125946782,Francisco José Lima Aragão,PI 97/4887-3 - Processo para obtenção de plantas leguminosas férteis contendo DNA exógeno,1997,Brasil,Transformação genética de leguminosasa,Embrapa,"['feijão', 'soja', 'transformacao de plantas']","Aragão, FJL; RECH, e L",2,PRIVILEGIO_DE_INOVACAO_PI,PCT/BR/97/00053,07101997,,,,,,,,"0,00",,,
'6121745125946782,Francisco José Lima Aragão,NPI (pipeline) 1101129-7 - Sistema para obtenção de plantas transgênicas férteis de feijão (Phaseolus vulgaris L.).,1997,Brasil,Tranformaçao genética do feijoeiro,Embrapa,"['Biobalística', 'feijão', 'transformacao de plantas']","Aragão, FJL; RECH, e L; BRASILEIRO, A. C. M.; BARROS, L.; FARIA, J C",5,PRIVILEGIO_DE_INOVACAO_PI,PI1101129,23091997,10111998,27062000,,,,,,"0,00",,,
'6121745125946782,Francisco José Lima Aragão,"Seleção de células transgênicas da região do meristema de algodão, café, cacau, banana e uva. (Selection of transgenic meristematic cells in cotton, coffee, cocoa, banana and grape);",1999,Brasil,Método de transformação genética de plantas,Embrapa,[],"Aragão, FJL; RECH, e L",2,OUTRO_OU,PI - BR,11021999,08122000,22022004,,,,,,"0,00",,,
'6121745125946782,Francisco José Lima Aragão,Processo para seleção de plantas geneticamente transformadas (Patente concedida no Brasil BR9800053 em 25.04.2006),2006,Brasil,Transformação genética de plantas,,[],"Aragão, FJL; RECH, e L",2,PRIVILEGIO_DE_INOVACAO_PI,BR9800053,12081996,,25042006,,,,,,"0,00",,,
'6121745125946782,Francisco José Lima Aragão,"PROTEÍNAS DA TEIA DE ARANHA NEPHILENGYS CRUENTATA, AVICULARIA JURUENSIS E PARAWIXIA BISTRIATA ISOLADAS DA BIODIVERSIDADE BRASILEIRA",2007,Brasil,Produção de proteínas da seda de aranhas para produção de novos materiais naturais,Embrapa,[],"RECH, e L; Aragão, FJL; VIANNA, G. R.; SILVA, F. R.; ANDRADE, A C; VERZA, N. C.; SOUTO, B M; SILVA JR., P. I.; MOTTA, P.",9,PRIVILEGIO_DE_INOVACAO_PI,PI07018266,04092007,,19092018,INPI - Instituto Nacional da Propriedade Industrial,1817855931120,,,Empresa Brasileira de Pesquisa Agropecuária,"0,00",,,
'6121745125946782,Francisco José Lima Aragão,"DNA sequence containing the promoter region and regulatory elements of the mec1 gene, expressed in cassava roots, for use in genetic improvement programs",2011,Brasil,Expressão de genes em raizes de reserva,,[],"SOUZA, C. R. B.; SOUZA, C. R. B.; Aragão, Francisco J.L.; MOREIRA, E. C. O.; NASCIMENTO, S. B.; NASCIMENTO, S. B.",6,PRIVILEGIO_DE_INOVACAO_PI,BR1100074,24032011,29092011,16052013,INPI - Instituto Nacional da Propriedade Industrial,1100074,24032011,,"Aragão, Francisco J. L.;Edith Cibelle de Oliveira Moreira;Luiz Joaquim Castelo Branco Carvalh;Luiz Joaquim Castelo Branco Carvalh;Empresa Brasileira de Pesquisa Agropecuária;Universidade Federal do Pará","0,00",,,
'6121745125946782,Francisco José Lima Aragão,Método para Produção de Plantas sem Sementes e Construções Gênicas para Produção de Tais Plantas,2005,Brasil,,,[],"Aragão, Francisco J. L.; Nunes, Aline C. S.",2,PRIVILEGIO_DE_INOVACAO_PI,PI05058325,30112005,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Empresa Brasileira de Pesquisa Agropecuária;Universidade de Brasília,"0,00",,,
'6121745125946782,Francisco José Lima Aragão,"MOLÉCULA DE DNA RECOMBINANTE, VETOR, PLANTA TRANSGÊNICA, SEMENTE, CÉLULA OU PARTE DE PLANTA TRANSGÊNICA COM TEOR DE FOLATO AUMENTADO, USOS DOS MESMOS E MÉTODO DE TRANSFORMAÇÃO DE PLANTAS",2020,Brasil,,,[],"Aragão, FJL; CABRAL, G. B.; MONTEIRO, T. R.",3,PRIVILEGIO_DE_INOVACAO_PI,BR10202001536,28072020,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Luciana Harumi Morimoto Figueiredo,"0,00",,,
'6121745125946782,Francisco José Lima Aragão,"Process for Obtaiting Transgenic Leguminous Plant (Leguminosae) containing exogenous DNA (patente concedida USA, Denmark, Greece, Finland, EU)",2004,Estados Unidos,Transformação genetica de leguminosasa,,[],"Aragão, FJL; RECH, e L",2,PRIVILEGIO_DE_INOVACAO_PI,EP97943685.4,07101997,,19072004,,,,,,"0,00",,,
'1471831680348653,Francisco Silveira Guimaraes,"cannabinoid-containing oral pharmaceutical composition, method for preparing and using same",2016,Alemanha,,,[],"ZUARDI, Antonio Waldo; CRIPPA, José Alexandre; HALLAK, Jaime e C; Guimarães, F. S.",4,PRIVILEGIO_DE_INOVACAO_PI,16845409.8-1109,16092016,,,European Patent Office,2016050231,,,,"0,00",,,
'1471831680348653,Francisco Silveira Guimaraes,"Fluorinated CBD compounds, compositions and uses thereof",2013,Estados Unidos,,,"['canabidiol', 'canabinóide']","MECHOULAM, Raphael; CRIPPA, José Alexandre; ZUARDI, Antonio Waldo; HALLAK, Jaime Eduardo Cecílio",4,PRIVILEGIO_DE_INOVACAO_PI,"61/750,043",08012013,,,United States Patent and Trademark Office,,,,Jaime Eduardo Cecílio Hallak;Antonio Waldo Zuardi;Francisco Silveira Guimaraes;Francisco Silveira Guimaraes;Universidade Federal do Rio Grande do Sul;Universidade de São Paulo,"0,00",,,
'7718816128860614,Geraldo Tadeu dos Santos,Geis fotoativos a base de Safranina-0. Extrato de Clorofilas e Curcumina no tratamento e prevenção da mastite bovina,2020,Brasil,,,[],"Da Silva Jr. R.C.; Caetano, W.; NAKAMURA, C. V.; Pozza, Magali Soares dos Santos; Campanholi, K.S.S.; Morais, F.; SATO, F.; BRUSCHI, M. L.; SILVA, A. P. A. S.; PIRES, T. Y.; YOSHIMURA, E. H.; BIDOIA, D. L.; HOSHINO, L. V. C.; OSORIO, J. A. C.; dos Santos, Geraldo Tadeu",15,PRIVILEGIO_DE_INOVACAO_PI,BR1020200063642,30032020,,,INPI - Instituto Nacional da Propriedade Industrial,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,"Preparation of drug carrier useful for producing medicines involves treating oil and preservative, adding humidifying substance, ethylene diamine tetraacetic acid and hyaluronidase, incorporating proteolytic enzyme, surfactant and vitamin E",2003,Canadá,,,[],"SANTANA CAR; DE NUCCI, G.",2,PRIVILEGIO_DE_INOVACAO_PI,WO2004087197,01042003,,25102004,Canadian Intellectual Property Office,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,Production of 5-amino-N-butyl-2-cyclohexyloxybenzamide hydrochloride useful as antiinflammatory agent,2001,Brasil,As an antiinflammatory agent. The product has 74.65 per cent anti-inflammatory activity (at 100 mg/kg concentration),,[],"DE NUCCI, G.",1,PRIVILEGIO_DE_INOVACAO_PI,BR200100509,05022001,,22102002,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,Composition useful in the production of medicines for treatment of skin comprising bromelain,2002,Brasil,The composition is used in the production of medicines (claimed) for the treatment of skin,,[],"RIBEIRO SANTANA CA; DE NUCCI, G.; SANTANA CAR",3,PRIVILEGIO_DE_INOVACAO_PI,BR200214242,19092002,,21092004,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,"Picture approximation device enables objects to be observed with greater optical definition and uses lenses contiguous to bows of spectacles, external or internal plain lateral mirror lenses",2001,Brasil,,,[],"DE NUCCI, G.; LAGOS MONACO R",2,PRIVILEGIO_DE_INOVACAO_PI,BR200103906-A,13072001,,05082003,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,"Benzamide derivatives, useful as anti-inflammatory agents, are prepared by reacting 2-chlorine-5-nitrobenzoic acid with dicyclohexylcarbodiimide and hydroxybenzotriazole to give an acid chloride",2001,Estados Unidos,,,[],"DE NUCCI, G.",1,PRIVILEGIO_DE_INOVACAO_PI,WO2003032893-A2,15102001,,24042003,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,"Pharmaceutical composition for topical application, contains proteolytic enzyme in anhydrous carrier for long-term stability",2001,Estados Unidos,,,[],"SANTANA CAR; DE NUCCI, G.",2,PRIVILEGIO_DE_INOVACAO_PI,WO2003015811,17082001,,27022003,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,Production of a benzamide based anti-inflammatory agent consists of a five stage compounding process,2001,Brasil,,,[],"DE NUCCI, G.",1,PRIVILEGIO_DE_INOVACAO_PI,BR200100972,06032001,,26112002,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,Production of a benzamide-based anti-inflammatory agent consists of a three stage compounding process,2001,Brasil,,,[],"DE NUCCI, G.; Caliendo G; Santagada V",3,PRIVILEGIO_DE_INOVACAO_PI,BR200100971,06032001,,26112002,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,Synthesis of a benzamide based anti inflammatory agent consists of a four stage compounding process,2001,Brasil,,,[],"DE NUCCI, G.",1,PRIVILEGIO_DE_INOVACAO_PI,BR200100969,06032001,,26112002,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,"Synthesis of an antiinflammatory benzamide compound consists of four stage production, with increased antiinflammatory activity",2001,Brasil,,,[],"DE NUCCI, G.",1,PRIVILEGIO_DE_INOVACAO_PI,BR200100508,05022001,,22102002,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,"Production of an antiinflammatory benzamide compound with increased anti inflammatory, consists of a four stage preparation, activity",2001,Brasil,,,[],"DE NUCCI, G.",1,PRIVILEGIO_DE_INOVACAO_PI,BR200100507,05022001,,22102002,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,Synthesis of a benzamide sulphonamide derivative consists of a four stage production of a high anti-inflammatory action agent,2001,Brasil,,,[],"DE NUCCI, G.",1,PRIVILEGIO_DE_INOVACAO_PI,BR200100405,31012001,,15102002,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,Synthesis of a benzamide hydrochlorate derivative consists of a four stage production of a high anti-inflammatory action agent,2001,Brasil,,,[],"DE NUCCI, G.",1,PRIVILEGIO_DE_INOVACAO_PI,BR200100404,31012001,,15102002,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,Synthesis of a benzamide acetamide derivative consists of four stage production useful as a high anti-inflammatory action agent,2001,Brasil,,,[],"DE NUCCI, G.",1,PRIVILEGIO_DE_INOVACAO_PI,BR200100403-A,31012001,,15102002,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,Synthesis of an anti inflammatory benzamide derivative consists of four stage production to give high efficiency,2002,Brasil,,,[],"DE NUCCI, G.",1,PRIVILEGIO_DE_INOVACAO_PI,BR200006570,26122002,,,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,"Gel, cream, liquid or e.g. spray collagen disease pharmaceutical consists of bromelina hyaluronidase and vitamin A as a blend useful in fibrotic pathologies",2001,Brasil,,,[],"RIBEIRO SANTANA CA; FALCI M; DE NUCCI, G.",3,PRIVILEGIO_DE_INOVACAO_PI,BR200101823,10042001,,25092001,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,"Method and device for obtaining holographic plates are based on holographic interferometry, functioning with aid of empty quantum waves, it being possible to record genuine information on structures of delicate samples",2000,Brasil,,,[],"DE NUCCI, G.; LAGOS MONACO R",2,PRIVILEGIO_DE_INOVACAO_PI,BR200000793,24022000,,25092001,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,"Pharmaceutical composition is based on vitamin E, bromelin and hyaluronidase",2001,Brasil,,,[],"RIBEIRO SANTANA CA; FALCI M; DE NUCCI, G.",3,PRIVILEGIO_DE_INOVACAO_PI,BR200101822,10042001,,25092001,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,"Diclofenac composition for topical application, useful as an antiinflammatory, includes papain, hyaluronidase and Vitamin E for improved skin penetration",2001,Estados Unidos,,,[],"RIBEIRO SANTANA CA; DE NUCCI, G.; FALCI M; SANTANA CAR; RIBEIRO SA",5,PRIVILEGIO_DE_INOVACAO_PI,WO200160399-,20022001,,23082001,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,New composition useful as a carrier substance for products to be aggregated e.g. antimicotics comprises papayne in specific amount,2001,Estados Unidos,,,[],"SANTANA CAR; DE NUCCI, G.; FALCI M; SOFER D; SANTANA C",5,PRIVILEGIO_DE_INOVACAO_PI,WO200156597,05022001,,09082001,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,Papain based carrier gel type pharmaceutical consists of polyethylene and propylene glycols with additives and alternative forms of presentation,2000,Brasil,,,[],"RIBEIRO SANTANA CA; DE NUCCI, G.; FALCI M; SANTANA C; SANTANA CA",5,PRIVILEGIO_DE_INOVACAO_PI,BR200006503,04022000,,17072001,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,Synthesis of an anti-inflammatory benzamide derivative consists of production of an acetamide benzamide,2000,Brasil,,,[],"DE NUCCI, G.",1,PRIVILEGIO_DE_INOVACAO_PI,BR200004242,06092000,,28022001,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,Synthesis of an anti inflammatory benzamide derivative consists of production of a high activity chloro phenoxy benzamide,2000,Brasil,,,[],"DE NUCCI, G.; Caliendo G; Santagada V",3,PRIVILEGIO_DE_INOVACAO_PI,BR200004243,06092000,,28022001,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,Synthesis of an anti inflammatory benzamide derivative consists of production of a high activity hydrochlorate,2000,Brasil,,,[],"DE NUCCI, G.",1,PRIVILEGIO_DE_INOVACAO_PI,BR200004241,06092000,,28022001,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,"New 6,7-dihydro-3H-oxazolo(3,4-a)pyrazine-5,8-dione derivatives useful for inhibiting the enzymes phosphodiesterases in a patient or for treatment or prevention of e.g. erectile dysfunction",2012,Brasil,,,[],G. de Nucci,1,PRIVILEGIO_DE_INOVACAO_PI,WO2012019254,16022012,,,WIPO - World Intellectual Property Organization,2012019254,,,S L Sacurai;M H Zaim;C E D C Touzarim;A F Keppler;Gilberto de Nucci;C E da Costa Touzarim;C E C Touzarim,"0,00",,,
'8169240855049337,Gilberto De Nucci,"DERIVATIVES OF 6,7-DIHYDRO-3H-OXAZOLO[3,4-a]PYRAZINE-5,8-DIONE",2010,Estados Unidos,,,[],"SACURAI, S. L.; ZAIM, M. H.; TOUZARIM, C. E. C.; KEPPLER, A. F.; NUCCI, GILBERTO DE",5,PRIVILEGIO_DE_INOVACAO_PI,US20100373483P,13082010,,,WIPO - World Intellectual Property Organization,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,"PROCESSO DE OBTENÇÃO DE PIRAZOLOPIRIMIDINONAS, PIRAZOLOPIRIMIDINONAS OBTIDAS, COMPOSIÇÃO FARMACÊUTICA CONTENDO DITO COMPOSTO, COMPOSIÇÃO FARMACÊUTICA PARA TRATAMENTO PREVENTIVO OU CURATIVO DE DISFUNÇÃO ERÉTIL, PROCESSO PARA PREPARAR COMPOSIÇÃO FARMACÊUTICA, USO DA DITA COMPOSIÇÃO FARMACÊUTICA, USO DO DITO COMPOSTO OU SEUS SAIS",2005,Brasil,,,[],"NUCCI, GILBERTO DE; NUCCI, GILBERTO DE; Santagada V; Caliendo G",4,PRIVILEGIO_DE_INOVACAO_PI,PI05011329,31032005,,,INPI - Instituto Nacional da Propriedade Industrial,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,COMPOSIÇÃO DE SUBSTÂNCIA CARREADORA DE PRODUTOS,2001,Brasil,,,[],G de Nucci,1,PRIVILEGIO_DE_INOVACAO_PI,PI01071297,24092001,,,INPI - Instituto Nacional da Propriedade Industrial,,,,SANTANA CAR;SANTANA CAR;Gilberto De Nucci,"0,00",,,
'8169240855049337,Gilberto De Nucci,COMPOSIÇÃO DE SUBSTÂNCIA CARREADORA DE PRODUTOS À BASE DE PAPAÍNA E HIALURONIDASE,2001,Brasil,,,[],"NUCCI, GILBERTO DE; SANTANA CA; FALCI M",3,PRIVILEGIO_DE_INOVACAO_PI,PI01151827,27082001,,,INPI - Instituto Nacional da Propriedade Industrial,,,,,"0,00",,,
'8169240855049337,Gilberto De Nucci,PROCESSO DE OBTENÇÃO DE COMPOSIÇÃO FARMACÊUTICA,2001,Brasil,,,[],"NUCCI, GILBERTO DE; NUCCI, GILBERTO DE",2,PRIVILEGIO_DE_INOVACAO_PI,PI01149911,17082001,,,INPI - Instituto Nacional da Propriedade Industrial,,,,SANTANA CAR;SANTANA CAR,"0,00",,,
